,0,1,2,3,4,5,6,7
4665,"$10,800/mo",4 Bed Condo for Rent in Ardmore II,4 Beds,4 Baths,"2,024 sqft",Tanglin / Holland (D10),"['$5.34 psf', '2010', 'Freehold', 'Condo', '22 days ago', '3, 4 BR', '118', '2010', 'Freehold', 'Wheelock Properties (S) Ltd']","['Gym', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4666,"$3,500/mo",2 Bed Condo for Rent in Robinson Suites,2 Beds,1 Bath,615 sqft,Boat Quay / Raffles Place / Marina (D1),"['$5.69 psf', '2014', 'Freehold', 'Condo', '22 days ago', 'Studio, 1, 2 BR', '167', '2014', 'Freehold', '50 Robinson Pte Ltd']","['Gym', 'Swimming pool', 'Jacuzzi', 'Fitness corner', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4667,"$4,300/mo",2 Bed Condo for Rent in Visioncrest,2 Beds,2 Baths,958 sqft,Orchard / River Valley (D9),"['$4.49 psf', '2007', 'Freehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3 BR', '265', '2007', 'Freehold', 'Wing Tai Asia']","['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Tennis court']"
4668,"$4,713/mo",3 Bed Condo for Rent in The Blossomvale,3 Beds,3 Baths,"1,259 sqft",Clementi Park / Upper Bukit Timah (D21),"['$3.74 psf', 'Partial', '1999', '999-year leasehold', 'Condo', '22 days ago', '2, 3, 4 BR', '220', '1999', '999 Years', 'Winjoy Investment Pte Ltd (Wing Tai Holdings)']","['Jogging track', 'Pavilion', 'Security', 'Aircon', 'Mini golf range', 'Maid room', 'Stove', 'Fridge', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Washer', 'Gym', 'Bbq', 'Tennis court']"
4669,"$7,100/mo",2 Bed Condo for Rent in The Scotts Tower,2 Beds,2 Baths,904 sqft,Orchard / River Valley (D9),"['$7.85 psf', '2016', '103-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['Gym', 'Jacuzzi', 'Lap pool']"
4670,"$13,000/mo",3 Bed Condo for Rent in The Claymore,3 Beds,1 Bath,"2,680 sqft",Orchard / River Valley (D9),"['$4.85 psf', '1985', 'Freehold', 'Condo', '22 days ago', '3, 4, 5 BR', '146', '1985', 'Freehold', 'Tokyo Land Corporation Singapore Pte Ltd']","['Gym', 'Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4671,"$2,500/mo",2 Bed Condo for Rent in Symphony Suites,2 Beds,2 Baths,689 sqft,Sembawang / Yishun (D27),"['$3.63 psf', '2019', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '660', '2019', '99 Years']","['Jogging track', 'Clubhouse', 'Yoga corner', 'Basketball court', 'Water feature', 'Gym', 'Viewing deck', 'Lounge', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Tennis court', 'Fitness corner', 'Underwater fitness station', 'Pond', 'Security', 'Lap pool', 'Bbq']"
4672,"$4,200/mo",3 Bed Condo for Rent in Rafflesia Condominium,3 Beds,3 Baths,"1,442 sqft",Ang Mo Kio / Bishan / Thomson (D20),"['$2.91 psf', 'Ground (20 total)', 'Partial', 'Greenery view', '2002', '99-year leasehold', 'Condo', '22 days ago', '2, 3, 4, 5 BR', '230', '2002', '99 Years', 'Far East Organization']","['Stove', 'Jacuzzi', 'Parking', 'Closet', 'Tv', 'Greenery view', 'Wading pool', 'Utility room', 'Playground', 'Dining room furniture', 'Bbq', 'Gym', 'Fridge', 'Sauna', 'Tennis court', 'Patio / pes', 'Ground floor', 'Aircon', 'Sofa', 'Bed', 'Swimming pool', 'Fitness corner', 'Security']"
4673,"$3,000/mo",1 Bed Condo for Rent in Alex Residences,1 Bed,1 Bath,474 sqft,Alexandra / Commonwealth (D3),"['$6.33 psf', 'High (39 total)', 'Fully', 'West', '2018', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3 BR', '429', '2018', '99 Years', 'Singland UIC']","['High ceiling', 'Rooftop pool', 'Oven', 'Pond', 'Outdoor dining', 'Sky terrace', 'Balcony', 'Tv', 'Pool deck', 'Lounge', 'Playground', 'Dining room furniture', 'Washer', 'Fibre ready', 'Bbq', 'Gym', 'Fridge', 'Multi-purpose hall', 'Aircon', 'Hammocks', 'Sofa', 'Open terrace', 'Bed', 'Swimming pool', 'Spa pool', 'High floor', 'Security']"
4674,"$3,500/mo",1 Bed Condo for Rent in OUE Twin Peaks,1 Bed,1 Bath,549 sqft,Orchard / River Valley (D9),"['$6.38 psf', '2014', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '462', '2014', '99 Years', 'Cove Development Pte Ltd']","['Gym', 'Viewing deck', 'Swimming pool', 'Wading pool', 'Spa pool', 'Steam room', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Tennis court']"
4675,"$3,500/mo",2 Bed Condo for Rent in Suites At Orchard,2 Beds,1 Bath,549 sqft,Orchard / River Valley (D9),"['$6.38 psf', '2014', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3 BR', '118', '2014', '99 Years', 'Allgreen Properties']","['Clubhouse', 'Function room', 'Water feature', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Parking', 'Security', 'Bbq']"
4676,"$7,000/mo",3 Bed Condo for Rent in Concourse Skyline,3 Beds,3 Baths,"1,399 sqft",Beach Road / Bugis / Rochor (D7),"['$5 psf', '2013', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '360', '2013', '99 Years', 'Hong Fok Land Ltd']","['Bridge', 'Clubhouse', 'Water feature', 'Gym', 'Pool deck', 'Spa pool', 'Lounge', 'Wading pool', 'Jacuzzi', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4677,"$9,800/mo",4 Bed House for Rent in Greenwood Villas,4 Beds,4 Baths,"3,100 sqft (built-up)",Newton / Novena (D11),"['$3.16 psf', '$3.16 psf', '1991', 'Freehold', '22 days ago', '4, 5, 6 BR', '1991', 'Freehold']",[]
4678,"$3,280/mo",2 Bed Condo for Rent in Seaside Residences,2 Beds,1 Bath,678 sqft,East Coast / Marine Parade (D15),"['$4.84 psf', 'High (27 total)', 'Partial', '2021', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '843', '2021', '99 Years', 'Frasers Property Singapore']","['Function room', 'Sky lounge', 'Stove', 'Library', 'Oven', 'Games room', 'Renovated', 'Closet', 'Pool deck', 'Lounge', 'Playground', 'Washer', 'Balcony', 'Bbq', 'Gym', 'Fridge', 'Dryer', 'Steam room', 'Tennis court', 'Multi-purpose hall', 'Yoga corner', 'Pavilion', 'Aircon', 'Fitness corner', 'High floor', 'Retail shops', 'Lap pool']"
4679,"$11,000/mo",3 Bed Condo for Rent in 8 St Thomas,3 Beds,2 Baths,"1,303 sqft",Orchard / River Valley (D9),"['$8.44 psf', 'Fully', '2018', 'Freehold', 'Condo', '22 days ago', '1, 2, 3, 4, 5 BR', '230', '2018', 'Freehold', 'Bukit Sembawang Estates Limited']","['Function room', 'Aircon', 'Water feature', 'Gym', 'Fridge', 'Spa pool', 'Steam room', 'Tennis court', 'Fitness corner', 'Security', 'Bathtub', 'Lap pool', 'Bbq', 'Balcony']"
4680,"$3,400/mo",HDB Flat for Rent in 163 Bishan Street 13,4 Beds,2 Baths,"1,367 sqft",[],"['$2.49 psf', '4', '1988', 'HDB 5 Rooms', '22 days ago', '98', '1988']",[]
4681,"$4,600/mo",2 Bed Condo for Rent in The Peak @ Cairnhill II,2 Beds,2 Baths,904 sqft,Orchard / River Valley (D9),"['$5.09 psf', 'Mid (18 total)', 'Fully', 'South East', 'City view', '2015', 'Freehold', 'Condo', '22 days ago', '1, 2 BR', '62', '2015', 'Freehold']","['Lounge', 'Bomb shelter', 'Closet', 'Aircon', 'Oven', 'Gym', 'City view', 'Fridge', 'Jacuzzi', 'Swimming pool', 'Dryer', 'Audio system', 'Mid floor', 'Washer', 'Stove', 'Bbq', 'Balcony']"
4682,"$5,450/mo",3 Bed Condo for Rent in Seaside Residences,3 Beds,3 Baths,"1,130 sqft",East Coast / Marine Parade (D15),"['$4.82 psf', '2021', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '843', '2021', '99 Years', 'Frasers Property Singapore']","['Multi-purpose hall', 'Function room', 'Pavilion', 'Sky lounge', 'Yoga corner', 'Gym', 'Pool deck', 'Library', 'Lounge', 'Tennis court', 'Steam room', 'Playground', 'Fitness corner', 'Retail shops', 'Lap pool', 'Bbq', 'Games room']"
4683,"$2,600/mo",HDB Flat for Rent in 201D Punggol Field,3 Beds,2 Baths,"1,184 sqft",[],"['$2.2 psf', '3', '2004', 'HDB', '22 days ago', '113', '2004']",[]
4684,"$4,200/mo",3 Bed Condo for Rent in Gold Coast Condominium,3 Beds,3 Baths,"1,580 sqft",Buona Vista / West Coast / Clementi (D5),"['$2.66 psf', '1994', 'Freehold', 'Condo', '22 days ago', '3, 4 BR', '67', '1994', 'Freehold', 'Boo Han Holdings Pte Ltd (Far East Organization)']","['Clubhouse', 'Gym', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4685,"$5,000/mo",4 Bed Condo for Rent in The Bayshore,4 Beds,4 Baths,"1,960 sqft",Bedok / Upper East Coast (D16),"['$2.55 psf', '1996', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3, 4, 5, 6 BR', '1038', '1996', '99 Years', 'Bayshore Park Pte Ltd (Far East Organization)']","['Clubhouse', 'Tennis court', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Bbq', 'Games room']"
4686,"$9,700/mo",4 Bed Condo for Rent in Leonie Condotel,4 Beds,3 Baths,"2,722 sqft",Orchard / River Valley (D9),"['$3.56 psf', '1997', 'Freehold', 'Condo', '22 days ago', '2, 3, 4, 5 BR', '120', '1997', 'Freehold', 'Lucky Square Pte Ltd (Far East Organization)']","['Clubhouse', 'Gym', 'Swimming pool', 'Squash court', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Tennis court']"
4687,"$3,980/mo",3 Bed Condo for Rent in Banyan Condominium,3 Beds,3 Baths,"1,500 sqft",Buona Vista / West Coast / Clementi (D5),"['$2.65 psf', '1995', 'Freehold', 'Condo', '22 days ago', 'Studio, 3 BR', '104', '1995', 'Freehold']","['Swimming pool', 'Security', 'Sauna', 'Tennis court', 'Parking']"
4688,"$3,400/mo",HDB Flat for Rent in 83 Redhill Lane,3 Beds,2 Baths,980 sqft,[],"['$3.47 psf', '3', 'Fully', '1996', '99-year leasehold', 'HDB 4 Rooms', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '1976', '99 Years', 'HDB']","['Bomb shelter', 'Renovated', 'Aircon', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Washer', 'Fibre ready']"
4689,"$6,500/mo",3 Bed Condo for Rent in La Suisse I,3 Beds,3 Baths,"2,160 sqft",Newton / Novena (D11),"['$3.01 psf', 'Partial', '1993', '999-year leasehold', 'Condo', '22 days ago', '3, 4, 5 BR', '155', '1993', '999 Years']","['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Squash court', 'Tennis court', 'Parking', 'Security']"
4690,"$16,000/mo",6 Bed House for Rent in Serangoon Park,6 Beds,6 Baths,"6,000 sqft (built-up)",Macpherson / Potong Pasir (D13),"['$2.67 psf', '$2.67 psf', 'Freehold', '22 days ago', '1, 2, 3, 4, 5, 6, 7, 8 BR', 'Freehold']",[]
4691,"$13,800/mo",6 Bed House for Rent in Bukit Villas,6 Beds,6 Baths,"6,674 sqft (built-up)",Admiralty / Woodlands (D25),"['$2.07 psf', '$2.07 psf', '2009', 'Freehold', '22 days ago', '1, 2, 4, 5, 6, 7, 9 BR', '22', '2009', 'Freehold', 'Wan Fu Investments Pte Ltd']","['Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Tennis court']"
4692,"$8,000/mo",5 Bed House for Rent in Yuk Tong Avenue,5 Beds,5 Baths,"3,969 sqft (built-up)",[],"['$2.02 psf', '$2.02 psf', '22 days ago']",[]
4693,"$2,000/mo",Studio Condo for Rent in Tiong Bahru Estate,Studio,1 Bath,368 sqft,Alexandra / Commonwealth (D3),"['$5.43 psf', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6, 9 BR', '99 Years']",[]
4694,"$4,600/mo",2 Bed Condo for Rent in Seaside Residences,2 Beds,2 Baths,829 sqft,East Coast / Marine Parade (D15),"['$5.55 psf', '2021', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '843', '2021', '99 Years', 'Frasers Property Singapore']","['Multi-purpose hall', 'Function room', 'Pavilion', 'Sky lounge', 'Yoga corner', 'Gym', 'Pool deck', 'Library', 'Lounge', 'Tennis court', 'Steam room', 'Playground', 'Fitness corner', 'Retail shops', 'Lap pool', 'Bbq', 'Games room']"
4695,"$1,900/mo",Studio Condo for Rent in JJH Residences,Studio,1 Bath,400 sqft,Macpherson / Potong Pasir (D13),"['$4.75 psf', 'Fully', '1984', 'Freehold', 'Apartment', '22 days ago', 'Studio, 1 BR', '4', '1984', 'Freehold']","['Aircon', 'Tv', 'Stove', 'Fridge', 'Bed', 'Washer']"
4696,"$3,000/mo",HDB Flat for Rent in 447 Clementi Avenue 3,2 Beds,2 Baths,750 sqft,[],"['$4 psf', '2', 'HDB', '22 days ago']",[]
4697,"$3,500/mo",HDB Flat for Rent in 447 Clementi Avenue 3,2 Beds,2 Baths,893 sqft,[],"['$3.92 psf', '2', 'HDB', '22 days ago']",[]
4698,"$2,700/mo",2 Bed Condo for Rent in High Park Residences,2 Beds,2 Baths,668 sqft,Seletar / Yio Chu Kang (D28),"['$4.04 psf', '2019', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '1399', '2019', '99 Years', 'CEL Development']","['Jogging track', 'Clubhouse', 'Library', 'Jacuzzi', 'Parking', 'Fun pool', 'Mini golf range', 'Aerobic pool', 'Pool deck', 'Lounge', 'Wading pool', 'Hydrotherapy pool', 'Playground', 'Bbq', 'Gym', 'Waterfall', 'Steam room', 'Tennis court', 'Underwater fitness station', 'Infinity pool', 'Jet pool', 'Yoga corner', 'Hammocks', 'Viewing deck', 'Swimming pool', 'Spa pool', 'Fitness corner', 'Security', 'Retail shops', 'Lap pool']"
4699,"$9,300/mo",4 Bed Condo for Rent in Orange Grove Residences,4 Beds,3 Baths,"2,390 sqft",Tanglin / Holland (D10),"['$3.89 psf', '2009', 'Freehold', 'Condo', '22 days ago', '1, 3, 4 BR', '60', '2009', 'Freehold', 'Ho Bee Group']","['Jogging track', 'Clubhouse', 'Reflexology path', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Fitness corner', 'Parking', 'Water channel', 'Security', 'Lap pool', 'Bbq', 'Hydrotherapy pool']"
4700,"$8,000/mo",4 Bed Condo for Rent in D'leedon,4 Beds,4 Baths,"1,743 sqft",Tanglin / Holland (D10),"['$4.59 psf', '2015', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1723', '2015', '99 Years']","['Jogging track', 'Clubhouse', 'Basketball court', 'Aerobic pool', 'Sculpture', 'Gym', 'Spa pavilion', 'Swimming pool', 'Multi-purpose hall', 'Jacuzzi', 'Playground', 'Fitness corner', 'Retail shops', 'Lap pool', 'Bbq', 'Tennis court']"
4701,"$7,500/mo",4 Bed Condo for Rent in Grange 70,4 Beds,3 Baths,"1,981 sqft",Tanglin / Holland (D10),"['$3.79 psf', '1999', 'Freehold', 'Condo', '22 days ago', '3, 4 BR', '20', '1999', 'Freehold', 'Lucky Realty Co. Pte Ltd (Far East)']","['Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Parking', 'Security']"
4702,"$12,000/mo",4 Bed Condo for Rent in St Thomas Suites,4 Beds,4 Baths,"2,605 sqft",Orchard / River Valley (D9),"['$4.61 psf', '2010', 'Freehold', 'Condo', '22 days ago', '2, 3, 4, 6 BR', '176', '2010', 'Freehold', 'Frasers Centrepoint Homes']","['Infinity pool', 'Clubhouse', 'Function room', 'Water feature', 'Gym', 'Pool deck', 'Spa pavilion', 'Lounge', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Waterfall', 'Security', 'Reflexology path', 'Bbq', 'Tennis court']"
4703,"$4,200/mo",2 Bed Condo for Rent in The Sail @ Marina Bay,2 Beds,2 Baths,883 sqft,Boat Quay / Raffles Place / Marina (D1),"['$4.76 psf', 'High (70 total)', 'Fully', 'City view', '2008', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Walk in closet', 'Oven', 'Parking', 'Sky terrace', 'Fun pool', 'City view', 'Renovated', 'Tv', 'Pool deck', 'Playground', 'Washer', 'Bbq', 'Gym', 'Bomb shelter', 'Fridge', 'Dryer', 'Steam room', 'Tennis court', 'Karaoke', 'Aircon', 'Sofa', 'Bed', 'Spa pool', 'Study room', 'Fitness corner', 'High floor', 'Security', 'Retail shops', 'Lap pool']"
4704,"$3,000/mo",1 Bed Condo for Rent in The Ford @ Holland,1 Bed,1 Bath,506 sqft,Tanglin / Holland (D10),"['$5.93 psf', '2009', 'Freehold', 'Condo', '22 days ago', 'Studio, 1, 2, 4, 5, 6 BR', '85', '2009', 'Freehold', 'Hoi Hup Realty Pte Ltd']","['Fun pool', 'Gym', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4705,"$5,999/mo",3 Bed Condo for Rent in D'leedon,3 Beds,3 Baths,"1,292 sqft",Tanglin / Holland (D10),"['$4.64 psf', '2015', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1723', '2015', '99 Years']","['Jogging track', 'Clubhouse', 'Basketball court', 'Aerobic pool', 'Sculpture', 'Gym', 'Spa pavilion', 'Swimming pool', 'Multi-purpose hall', 'Jacuzzi', 'Playground', 'Fitness corner', 'Retail shops', 'Lap pool', 'Bbq', 'Tennis court']"
4706,"$7,450/mo",4 Bed Condo for Rent in Woodhaven,4 Beds,3 Baths,"3,358 sqft",Admiralty / Woodlands (D25),"['$2.22 psf', '2015', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '337', '2015', '99 Years', 'Far East Organization']","['Clubhouse', 'Gym', 'Lap pool', 'Tennis court', 'Bbq']"
4707,"$7,500/mo",3 Bed Condo for Rent in St. Martin Residence,3 Beds,3 Baths,"1,679 sqft",Tanglin / Holland (D10),"['$4.47 psf', '2001', 'Freehold', 'Condo', '22 days ago', '1, 2, 3, 5 BR', '82', '2001', 'Freehold']","['Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Parking', 'Security', 'Bbq']"
4708,"$3,450/mo",1 Bed Condo for Rent in Bijou,1 Bed,1 Bath,603 sqft,Buona Vista / West Coast / Clementi (D5),"['$5.72 psf', '2018', 'Freehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3 BR', '120', '2018', 'Freehold']",[]
4709,"$4,600/mo",2 Bed Condo for Rent in Seaside Residences,2 Beds,2 Baths,829 sqft,East Coast / Marine Parade (D15),"['$5.55 psf', '2021', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '843', '2021', '99 Years', 'Frasers Property Singapore']","['Multi-purpose hall', 'Function room', 'Pavilion', 'Sky lounge', 'Yoga corner', 'Gym', 'Pool deck', 'Library', 'Lounge', 'Tennis court', 'Steam room', 'Playground', 'Fitness corner', 'Retail shops', 'Lap pool', 'Bbq', 'Games room']"
4710,"$4,100/mo",2 Bed Condo for Rent in Newton Suites,2 Beds,2 Baths,800 sqft,Newton / Novena (D11),"['$5.12 psf', '2007', 'Freehold', 'Apartment', '22 days ago', '1, 2, 3 BR', '118', '2007', 'Freehold', 'Uol Development (Novena) Pte Ltd']","['Water feature', 'Gym', 'Timber deck', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4711,"$12,700/mo",3 Bed Condo for Rent in Orchard Scotts,3 Beds,4 Baths,"2,282 sqft",Orchard / River Valley (D9),"['$5.57 psf', '2007', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '387', '2007', '99 Years', 'Golden Development Pte Ltd (Far East Oranisation)']","['Basketball court', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4712,"$4,300/mo",3 Bed Condo for Rent in Banyan Condominium,3 Beds,3 Baths,"1,670 sqft",Buona Vista / West Coast / Clementi (D5),"['$2.57 psf', '1995', 'Freehold', 'Condo', '22 days ago', 'Studio, 3 BR', '104', '1995', 'Freehold']","['Swimming pool', 'Security', 'Sauna', 'Tennis court', 'Parking']"
4713,"$9,000/mo",4 Bed Condo for Rent in Rosevale,4 Beds,5 Baths,"2,616 sqft",Newton / Novena (D11),"['$3.44 psf', '2003', 'Freehold', 'Apartment', '22 days ago', '3, 4 BR', '32', '2003', 'Freehold', 'Arts Associate Company Pte Ltd (Far East Organization)']","['Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Bbq']"
4714,"$2,550/mo",1 Bed Condo for Rent in Coralis,1 Bed,1 Bath,496 sqft,East Coast / Marine Parade (D15),"['$5.14 psf', '2014', 'Freehold', 'Condo', '22 days ago', '1, 2, 3 BR', '127', '2014', 'Freehold', 'Grovehill Pte Ltd']","['Jogging track', 'Pavilion', 'Water feature', 'Gym', 'Swimming pool', 'Waterfall', 'Steam room', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Hydrotherapy pool']"
4715,"$4,700/mo",1 Bed Condo for Rent in Duo Residences / Duo Tower,1 Bed,1 Bath,689 sqft,Beach Road / Bugis / Rochor (D7),"['$6.82 psf', '2017', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '660', '2017', '99 Years', 'M+S Pte Ltd (A Company Owned By Khazanah And Temasek)']","['Function room', 'Retail shops', 'Gym', 'Pool deck', 'Rooftop pool', 'Spa pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Viewing deck', 'Underwater fitness station', 'Outdoor dining', 'Sauna', 'Lap pool', 'Bbq', 'Open terrace']"
4716,"$3,200/mo",Studio Condo for Rent in Duo Residences / Duo Tower,Studio,1 Bath,420 sqft,Beach Road / Bugis / Rochor (D7),"['$7.62 psf', '2017', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '660', '2017', '99 Years', 'M+S Pte Ltd (A Company Owned By Khazanah And Temasek)']","['Function room', 'Retail shops', 'Gym', 'Pool deck', 'Rooftop pool', 'Spa pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Viewing deck', 'Underwater fitness station', 'Outdoor dining', 'Sauna', 'Lap pool', 'Bbq', 'Open terrace']"
4717,"$13,800/mo",6 Bed House for Rent in Woodgrove Estate,6 Beds,8 Baths,"6,674 sqft (built-up)",Admiralty / Woodlands (D25),"['$2.07 psf', '$2.07 psf', '2000', '99-year leasehold', '22 days ago', '4, 5, 6, 7, 8, 9 BR', '34', '2000', '99 Years', 'Woodlands Properties Pte Ltd (Far East)']",[]
4718,"$32,000/mo",6 Bed House for Rent in Ford Place,6 Beds,7 Baths,"11,000 sqft (built-up)",Tanglin / Holland (D10),"['$2.91 psf', '$2.91 psf', '22 days ago', '5, 6, 7 BR', '-']",[]
4719,"$3,499/mo",3 Bed Condo for Rent in Westmere,3 Beds,2 Baths,"1,206 sqft",Boon Lay / Jurong / Tuas (D22),"['$2.9 psf', '1999', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 3 BR', '286', '1999', '99 Years', 'Mere Twr (20Stry Each)/Pidemco Land Pte Ltd']","['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4720,"$3,600/mo",1 Bed Condo for Rent in Marina One Residences,1 Bed,1 Bath,700 sqft,Boat Quay / Raffles Place / Marina (D1),"['$5.14 psf', '2018', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1042', '2018', '99 Years', 'Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.']","['Multi-purpose hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool deck', 'Concierge', 'Mini golf range', 'Wading pool', 'Hydrotherapy pool', 'Fitness corner', 'Outdoor dining', 'Lap pool', 'Bbq']"
4721,"$3,100/mo",1 Bed Condo for Rent in The Cape,1 Bed,1 Bath,570 sqft,East Coast / Marine Parade (D15),"['$5.44 psf', '2014', 'Freehold', 'Apartment', '23 days ago', 'Studio, 1, 2, 3 BR', '76', '2014', 'Freehold', 'Beauty World Properties Pte Ltd']","['Gym', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap pool']"
4722,"$6,500/mo",2 Bed Condo for Rent in Marina Bay Residences,2 Beds,2 Baths,"1,227 sqft",Boat Quay / Raffles Place / Marina (D1),"['$5.3 psf', 'Fully', '2010', '99-year leasehold', 'Condo', '23 days ago', '1, 2, 3, 4, 5, 6, 7 BR', '428', '2010', '99 Years', 'Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd']","['Clubhouse', 'Gym', 'Pool deck', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', 'Lap pool', 'Hydrotherapy pool']"
4723,"$3,200/mo",1 Bed Condo for Rent in Water Place,1 Bed,1 Bath,904 sqft,East Coast / Marine Parade (D15),"['$3.54 psf', 'Fully', '2005', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3, 4 BR', '437', '2005', '99 Years', 'Tanjong Properties Pte Ltd']","['Fun pool', 'Aerobic pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Pond', 'Security', 'Reflexology path', 'Bbq', 'Tennis court']"
4724,"$4,000/mo",1 Bed Condo for Rent in The Scotts Tower,1 Bed,1 Bath,646 sqft,Orchard / River Valley (D9),"['$6.19 psf', '2016', '103-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['Gym', 'Jacuzzi', 'Lap pool']"
4725,"$2,000/mo",1 Bed Condo for Rent in La Fleur,1 Bed,1 Bath,409 sqft,Eunos / Geylang / Paya Lebar (D14),"['$4.89 psf', '2015', 'Freehold', 'Condo', '23 days ago', '1 BR', '58', '2015', 'Freehold', 'Teambuild Properties Pte Ltd']","['Swimming pool', 'Security', 'Pool deck', 'Parking']"
